"","noDA.24","noDA.26","noDA.34","noDA.60","DA.26","DA.34"
"WBGene00019885",29.38979174,27.13623973,272.1347327,185.2546133,7.96102883,10.28983715
"WBGene00019888",1385.856716,1730.363182,1881.267476,2678.761775,2159.765124,1628.875554
"WBGene00019890",4761.242247,7950.05531,6370.325588,4083.408977,5816.438099,4335.807074
"WBGene00019893",7202.965096,4994.13029,3531.803061,2917.371055,5485.586517,5582.844456
"WBGene00019895",8330.207496,7278.578864,2217.396956,1071.480624,7712.589556,6166.658944
"WBGene00019900",26871.63883,30519.86459,14970.06705,12522.12045,28951.91428,40771.10894
"WBGene00019901",103.5953065,749.3363815,87.4396893,7.401957374,1052.201832,714.8212454
"WBGene00019902",411.2302725,369.0390769,737.2000008,723.9216435,330.7168245,236.8026036
"WBGene00019904",749.4713652,939.5318453,713.9143552,421.254977,837.3105089,428.0744275
"WBGene00019906",57.27582514,1218.081532,54.90245051,8.871982398,398.1661904,155.9385385
"WBGene00019908",363.1388083,183.9628083,189.2365962,303.9183514,140.6542646,76.59331256
"WBGene00019909",29.91115671,60.18923203,2872.97747,1692.354227,22.58443005,26.77791267
"WBGene00019911",315.4592802,184.6633638,918.8642114,649.3868932,145.5449661,124.1229191
"WBGene00019912",0,0.841720974,0,2.842677584,0,193.7946448
"WBGene00019914",2114.892823,6226.180542,3160.181543,4957.801242,4290.497011,7269.938163
"WBGene00019917",43.46692072,220.5291457,9.890493337,39.36245612,420.6263575,93.16026377
"WBGene00019931",28.54727029,207.9227411,622.341704,339.3497297,98.8593037,40.96592667
"WBGene00019935",256.9745247,184.4374895,123.7002951,59.4512251,251.759212,208.0972051
"WBGene00019937",2786.475386,2619.102297,1714.125758,1420.427988,2117.690629,2981.080104
"WBGene00019938",270.7795894,124.8164658,82.14277644,89.10144879,185.0027682,198.9393632
"WBGene00019939",686.6489397,96.83850512,2354.70569,72.1506208,33.74674419,35.14739808
"WBGene00019941",2940.768157,2634.42449,1826.299389,2372.816059,2784.274781,4107.712463
"WBGene00019944",527.2102605,554.5688674,787.4482541,672.4706905,481.020477,296.7286869
"WBGene00019945",56.45606735,798.0238987,115.9858375,11.76177321,596.2427109,472.0780324
"WBGene00019946",1978.409012,2541.439939,3572.695264,2893.365211,2260.491391,2221.292475
"WBGene00019947",3711.608356,4896.735941,5407.709794,6933.105861,4755.146453,7188.338083
"WBGene00019948",40.25179095,248.5035599,3.198717822,0.490008342,538.4755796,68.1952907
"WBGene00019956",10.37464228,73.8808687,18.98760987,2.401355475,173.1475319,5.918806608
"WBGene00019957",3864.435491,2441.485082,1899.044283,613.9964131,3063.078471,3023.00921
"WBGene00019959",578.2220265,497.4430051,252.4293778,364.0135085,587.842219,487.7718188
"WBGene00019960",505.1985637,298.103345,167.9963146,178.501307,502.4763979,1505.354703
"WBGene00019962",668.4390137,476.2905901,53.25206794,268.4006117,586.6801585,1588.117317
"WBGene00019963",1792.571599,1028.044895,171.6942702,228.0644309,1407.597357,7277.224388
"WBGene00019964",0.404256709,5.05032584,1480.427064,1112.336701,3.288120814,3.640147417
"WBGene00019965",445.9999143,678.0407027,437.9806237,767.1712102,912.3347247,388.6420087
"WBGene00019967",187.7901307,118.786776,281.7685013,178.1636494,124.3442662,61.7318888
"WBGene00019970",426.5388206,1045.239333,187.2912713,177.2715671,974.8630091,224.7354974
"WBGene00019972",18.79601709,76.48544466,25.47448752,33.82001362,65.67699027,147.7192699
"WBGene00019973",117.3400346,333.7997332,19.19230693,20.29137897,455.667882,474.0277216
"WBGene00019975",182.6859098,146.3924012,616.2009932,571.1724385,162.3290361,101.8809225
"WBGene00019977",73.19295309,143.4949026,13.22987763,13.18468501,234.1953843,68.46758835
"WBGene00019978",1435.694385,9886.280404,413.9632221,72.88248729,1350.277794,751.3947392
"WBGene00019979",177.6686288,1758.420556,1307.072819,842.3654684,1061.677901,1044.705237
"WBGene00019983",4231.677753,5036.179316,3736.525821,3984.284303,5929.490855,6314.975401
"WBGene00019986",1564.239789,848.2165739,1387.369907,832.3611957,565.9514158,1072.150627
"WBGene00019993",270.1940481,509.3700375,585.6851127,477.4395056,434.1643149,448.7187093
"WBGene00019994",1180.014905,647.6610839,258.749776,210.8575877,1270.119712,722.052002
"WBGene00019998",642.8008009,619.8754734,1472.890888,2100.666531,643.5694208,761.5486278
"WBGene00020006",403.775932,300.6196896,146.7056119,99.43873719,436.7168006,404.6790333
"WBGene00020007",1709.986946,2733.814685,2097.107105,1073.874037,1836.13604,1285.63511
"WBGene00020009",129.3769561,365.8257233,188.6219026,112.3297318,564.740652,471.4192914
"WBGene00020011",65.71612385,110.4825035,296.2007482,164.4826641,65.97950504,74.12836553
"WBGene00020012",1841.056075,1113.404593,1541.829399,407.5881488,1219.342839,716.4268954
"WBGene00020014",47.17324718,145.6424341,29.74791509,8.039597422,179.5035135,576.8329492
"WBGene00020022",6154.679731,6006.699653,2116.420846,1416.049296,6095.464868,3213.749506
"WBGene00020025",1144.912862,1010.421688,1317.958574,755.3418746,974.2407132,566.0702583
"WBGene00020030",400.7988585,435.9991473,580.9760763,1336.573641,472.7149252,502.5468322
"WBGene00020031",1232.458574,777.0073294,831.4076997,2331.017642,920.421426,917.258074
"WBGene00020032",4.344799681,10.61944856,0.46061858,0,3.720888838,73.31860669
"WBGene00020034",24.68982753,117.2550912,171.7583008,104.1943349,116.9459062,125.4844074
"WBGene00020036",3518.971809,2534.407809,1973.278548,2870.989607,5039.541871,4227.495216
"WBGene00020038",2081.993074,2779.221729,2236.259919,3967.311607,2296.791678,2703.467322
"WBGene00020039",2123.145523,210.9525868,26.97159831,9.261472255,250.1167372,9223.07886
"WBGene00020040",2071.556171,368.4373444,22.62133404,5.48903723,472.9750793,12617.32436
"WBGene00020043",83.2162706,98.52194706,260.7853461,381.466929,73.07499782,58.09887549
"WBGene00020047",1161.359035,389.778611,2062.634335,509.131405,137.0643338,120.4827717
"WBGene00020049",2908.178869,664.2979053,2947.473188,1109.193964,211.2646694,222.0913966
"WBGene00020051",1098.268385,738.4063976,1418.526696,670.2908211,741.3930412,450.8824217
"WBGene00020052",394.2742544,189.4348813,2299.03291,195.7913656,138.7099798,187.3308424
"WBGene00020054",780.8445927,890.9766993,545.1240614,237.2269577,785.6042441,349.5322268
"WBGene00020062",118.4469409,60.15393469,17.75922673,22.4964165,136.6756882,47.90218226
"WBGene00020063",0.404256709,28.19324344,2160.704306,1479.952682,3.418021696,7.832024233
"WBGene00020068",4228.77171,2130.699442,1481.719478,1615.130954,3024.36617,2817.726924
"WBGene00020075",421.9447202,208.0250867,441.1531269,410.77163,148.1814683,365.5403145
"WBGene00020080",16.99386592,463.6435923,140.2057273,131.4557872,114.0016037,188.1120648
"WBGene00020082",3418.696671,2415.984622,2431.557176,1024.355035,3408.250311,2798.015683
"WBGene00020083",458.5324222,2469.838949,80.63285956,30.93022281,1871.103415,663.2717816
"WBGene00020088",889.8389481,1162.947898,950.2238903,1805.439574,952.4388599,1405.787309
"WBGene00020089",1743.593185,2077.018151,1657.025676,2744.035053,1946.425564,3298.184304
"WBGene00020090",283.5306798,318.1811435,190.8097404,600.0075803,265.1736112,200.6948294
"WBGene00020091",456.193272,617.6326654,1410.13733,2305.727157,767.0075521,740.1655278
"WBGene00020093",288.6387404,540.4854851,550.3959645,773.1534017,387.3123813,438.5291502
"WBGene00020096",283.734728,817.1452659,480.1784482,652.4353268,461.5536681,414.5384209
"WBGene00020102",3295.734616,2791.963955,1393.309536,1776.638961,3917.029407,2545.48122
"WBGene00020104",1071.524091,3153.639375,1088.947522,859.5581546,3002.587926,691.1028138
"WBGene00020105",73.33282502,1937.243082,60.54512851,21.22428243,878.3765298,147.0529942
"WBGene00020107",5568.350907,6193.090168,8628.597166,5511.047015,11576.93735,11481.33583
"WBGene00020110",4977.246972,2425.112979,1872.154341,2390.244312,2910.232904,3896.261677
"WBGene00020112",2894.978544,2971.201111,2115.656495,3880.537582,2713.381594,2641.15677
"WBGene00020114",2356.006442,2397.161545,2864.131857,1433.617238,2317.810603,1782.635712
"WBGene00020115",6869.543,8625.5478,3874.336202,6806.218175,8468.24378,6811.270126
"WBGene00020125",266.1097935,268.8848726,273.1185947,66.60817831,325.0502414,162.8890623
"WBGene00020126",300.120289,461.5737006,921.923066,1359.891277,395.1865747,376.0731119
"WBGene00020128",1416.307611,1002.759741,599.4504375,95.86733912,1338.492832,841.6893445
"WBGene00020131",5166.48299,2619.790536,5077.668951,2093.242551,2687.631192,2273.748846
"WBGene00020134",154.2028158,401.2468257,175.686164,79.83997653,581.4862375,262.6990158
"WBGene00020135",128.3531501,101.2235728,903.151554,2217.525732,144.2890227,101.2431833
"WBGene00020136",9.970385571,4.404477646,232.9953612,506.5666877,15.7049689,2.185515273
"WBGene00020137",38.85389648,67.11357679,406.5823261,285.5493306,42.39963806,21.85515273
"WBGene00020139",3118.108774,3917.062709,807.1509984,670.3819016,1706.551969,953.745558
"WBGene00020140",0.808513418,2.569278627,21.95601841,134.4571075,3.071736803,842.7420633
"WBGene00020141",25.64945724,9.239520754,23.88793473,79.29656291,9.907780195,0.910036855
"WBGene00020142",1851.170173,1480.807891,2377.122574,3194.888422,1786.41924,1558.552221
"WBGene00020143",1989.631115,3975.347921,5590.226237,1825.936555,1626.651851,1731.916207
"WBGene00020146",3895.171345,9177.372869,3752.319085,2300.775549,6858.385866,5114.993571
"WBGene00020148",731.857675,1633.507017,1829.598547,213.2557971,855.3445321,2451.509996
"WBGene00020149",541.0943106,5338.750545,1284.552728,502.6277449,5164.865089,6625.070077
"WBGene00020153",119.1723541,213.677145,250.842825,282.5511562,150.3894309,77.30279335
"WBGene00020155",2259.449975,5749.367728,2194.911917,2428.444436,4944.409018,4191.599863
"WBGene00020156",1015.841979,998.7858293,188.0716412,856.0197897,1067.361046,959.2549165
"WBGene00020158",2791.646798,5372.837584,8587.099617,4782.538395,6121.168128,5326.485234
"WBGene00020166",3574.736472,7929.508104,1658.122383,1549.64885,6155.107848,5895.810723
"WBGene00020168",693.4272341,628.9861936,960.4463382,1321.62996,685.5790039,1201.847112
"WBGene00020171",2509.060664,1262.669764,1932.702682,2768.344026,1818.351248,2371.857602
"WBGene00020181",12101.39819,14195.55834,9165.268388,8819.427886,12186.86229,17362.96512
"WBGene00020182",361.892305,541.8142521,1466.29237,195.8903111,196.7266942,187.4600574
"WBGene00020184",1736.864258,2096.788889,734.4386991,814.4302739,2094.044364,2422.812132
"WBGene00020185",5630.52005,9414.062379,4313.598642,2906.348859,8142.155311,9154.452794
"WBGene00020187",2.172399841,6.60671647,6.37182341,9.702794365,3.677471087,91.26131436
"WBGene00020188",73.37807742,123.5635893,108.1807331,117.4732463,23.1036812,14.0302626
"WBGene00020189",374.56386,252.1439804,532.8802548,1024.034526,351.270839,373.1856504
"WBGene00020191",920.7588267,1437.38603,460.6537847,580.7732184,1332.799744,946.6222133
"WBGene00020192",2708.321374,1751.739651,1039.582891,1637.211062,1351.284934,2035.768238
"WBGene00020194",988.6292514,6365.717324,120.5271895,25.44118558,8196.723349,3156.05014
"WBGene00020195",2026.322756,1037.995562,3240.889432,320.3713059,1068.050796,961.6703253
"WBGene00020197",1182.954681,910.3309854,411.3535857,386.3198991,1017.592018,677.1094233
"WBGene00020199",327.5189655,413.2867951,178.8334566,134.6832356,369.7884477,380.0144938
"WBGene00020200",184.6240931,359.3548765,672.9989498,473.7377019,283.0816095,278.835918
"WBGene00020207",1643.114824,3187.77585,990.7585258,888.3021388,3009.411284,3066.441611
"WBGene00020208",694.2582362,578.8711343,679.9702509,1924.572948,815.464533,720.5034249
"WBGene00020215",1044.517877,940.246491,478.8218031,428.0177214,1704.00195,1128.880079
"WBGene00020216",7108.03416,12172.51996,2985.108265,2515.318902,10688.21299,19254.2169
"WBGene00020218",2.980913259,2.202238823,102.4103956,23.13248354,6.576241628,3.188696045
"WBGene00020219",438.2395015,122.9371511,1184.844624,357.0874024,85.01601251,65.09973857
"WBGene00020224",123.8043022,68.58703182,218.7285897,122.5759397,27.12708481,53.64896925
"WBGene00020229",1250.948793,1537.466117,1960.292589,2565.968622,1410.969142,1451.09533
"WBGene00020230",2243.509808,1350.12406,1311.843275,691.9501336,1693.26289,1349.732068
"WBGene00020231",43.02865597,210.8308312,109.9467724,111.3026019,80.30144858,78.78596194
"WBGene00020232",2.206407881,1542.530628,41.10970618,13.62758013,132.4341388,7.194285026
"WBGene00020237",2109.799297,349.22245,670.3869036,33.37869151,1042.611718,2462.485508
"WBGene00020241",518.5993717,63.84903846,426.4273433,7.450643606,199.8877331,814.8166859
"WBGene00020243",29.96024888,7.36020603,252.5720524,354.4927979,42.83275846,70.50248631
"WBGene00020245",565.7051526,445.2016214,113.3751971,82.5334494,145.2851644,77.13077373
"WBGene00020246",2458.468514,3196.171805,1821.985133,3082.940623,3104.227451,3608.328519
"WBGene00020247",90.81020809,62.38087925,387.3630012,36.5150595,41.27465262,106.5171166
"WBGene00020248",155.3248062,162.9338981,813.2550982,102.5798242,187.5538444,137.4222986
"WBGene00020249",65.93525623,156.553056,324.810927,275.3439438,95.8338036,90.08611398
"WBGene00020250",270.2925074,2185.660184,229.9102919,18.23240013,1015.699608,348.8370142
"WBGene00020251",1181.83598,1012.511014,1225.799452,1981.014834,991.293042,1018.829827
"WBGene00020256",1345.000735,259.7035817,673.7262878,385.0053709,328.0361999,1140.274176
"WBGene00020258",2090.660459,1848.131631,47.51994794,28.87124397,4332.193156,3533.558484
"WBGene00020259",634.4888548,418.5400389,344.5640926,344.0582141,421.7012301,418.0430202
"WBGene00020260",71.91600665,139.2474779,360.94307,373.8089563,105.3938894,167.4535148
"WBGene00020263",1293.709225,588.3294603,811.8946375,659.7933169,866.5993196,968.8503421
"WBGene00020269",8711.89906,6752.48375,3667.915249,3282.579697,7975.784979,9923.324194
"WBGene00020270",161.9138616,67.51414071,29.30010263,3.920066731,102.7969289,200.3222537
"WBGene00020273",1592.9379,812.3419495,1455.873613,1883.999628,968.4844757,1302.152923
"WBGene00020275",10232.27699,8650.94776,6314.236988,8675.303701,8216.4076,15072.10312
"WBGene00020276",44.63059867,58.37344296,36.23499355,207.6725334,30.1561086,27.40138366
"WBGene00020277",10.81290703,239.1228737,12.27022213,12.69467667,457.1370382,9.558954025
"WBGene00020279",205.0974736,325.1548998,498.8589121,255.3038611,278.0211131,244.3333933
"WBGene00020280",1476.360852,441.0035842,569.4730163,543.1053424,411.3631485,1010.117103
"WBGene00020281",224.59998,849.5294295,79.21298709,22.35035781,1220.726216,1104.537376
"WBGene00020283",1081.323336,1436.79834,676.7453184,79.4975999,2697.666407,4868.058481
"WBGene00020286",596.2737065,867.9343777,950.3749532,1321.344211,716.8593932,1158.007191
"WBGene00020294",495.6856417,385.9793884,871.8170857,382.95418,450.7365818,392.2389509
"WBGene00020296",1711.007188,1025.495002,1545.105757,2361.581969,1274.025196,1322.890349
"WBGene00020297",9732.649159,4819.16699,8599.972979,39188.89237,7234.678948,6905.801816
"WBGene00020301",737.6763397,1420.364532,1066.590899,1060.001531,1296.225208,584.8730641
"WBGene00020311",235.0124701,179.2407024,94.41340022,23.47643319,219.4431393,431.7787819
"WBGene00020314",860.4870041,890.8302376,1523.628987,1678.919818,1045.370017,1113.810565
"WBGene00020315",1425.481553,1523.476238,1907.162156,672.8193592,1814.14924,1379.777553
"WBGene00020317",1770.41016,3352.09847,4676.482063,6767.007838,2800.316445,2107.666682
"WBGene00020319",102.0273718,87.64839586,352.1396909,136.1548336,58.32099098,70.481084
"WBGene00020324",415.7223487,295.3258526,572.9280573,235.004617,255.3509047,150.7862856
"WBGene00020325",38.44963978,271.5335643,55.04331779,27.79228182,100.9373654,165.526029
"WBGene00020326",46.70481415,530.4766114,48.69710662,100.7250283,127.0259479,25.03671466
"WBGene00020327",26.97933563,55.75475283,57.03946551,6.420367681,70.99693606,111.8913279
"WBGene00020330",454.2210807,388.2257429,208.926936,42.73910924,314.7562823,248.6830215
"WBGene00020335",935.8145093,568.9893118,975.6487598,297.0126943,220.1763079,96.52811354
"WBGene00020339",1444.678537,617.0415245,3663.08779,578.184906,340.7153163,267.2563342
"WBGene00020340",4099.71646,1864.375077,3081.090793,1269.400027,1794.871607,2522.164701
"WBGene00020341",269.5215669,663.5373467,890.93356,2717.770689,456.6654332,1124.73774
"WBGene00020343",443.193156,3686.863501,697.1810235,1414.588555,2497.968201,676.0555027
"WBGene00020347",6334.630739,8941.30265,6172.238358,3560.554347,10299.1114,8100.717077
"WBGene00020348",1416.085739,1390.36784,862.2449382,1159.642954,1248.365505,1870.085259
"WBGene00020352",23.35994915,63.13966461,34.54619264,140.9104314,62.73374486,55.17534299
"WBGene00020357",11.58741241,12.82168738,52.33083078,164.3947296,11.50859904,19.02476413
"WBGene00020363",73.93729019,72.65799375,92.44286472,257.4759424,93.97036405,56.08537984
"WBGene00020365",158.8953754,416.0978116,840.3765544,55.82484877,741.0922883,198.1153361
"WBGene00020366",3443.763877,7206.129084,4999.329637,3616.457615,8437.013504,8822.750332
"WBGene00020368",125.855754,156.5971717,352.2687561,288.6228553,167.8695944,83.78046346
"WBGene00020369",3777.082859,6391.892004,4313.689089,5365.478898,5915.178425,6155.508132
"WBGene00020373",56.00271846,130.4491142,101.8089097,374.793692,46.68249106,44.34091054
"WBGene00020374",480.7772357,1160.606267,698.7019393,2610.7435,765.4953306,1034.529546
"WBGene00020378",687.8320914,1486.239323,411.9682793,452.624949,838.7327236,703.2920009
"WBGene00020379",747.5331819,422.3516263,311.4401821,170.4051583,395.9606944,820.5210684
"WBGene00020381",18.99622556,29.76374821,57.29538704,21.9090357,44.04352228,239.6183235
"WBGene00020382",5315.095878,2076.51517,195.6968575,169.4361527,3078.152963,3899.149138
"WBGene00020383",3419.521094,1241.347907,1151.047968,801.2315089,1447.302276,1705.814908
"WBGene00020386",19.94077114,633.0871571,2088.306738,2456.161367,145.2816406,141.9296782
"WBGene00020389",3945.07209,3035.958918,5121.596049,12508.26942,4066.549702,5530.004845
"WBGene00020392",608.0424034,1065.013569,1386.132734,1994.336294,1220.778443,1991.662353
"WBGene00020393",1512.910431,3425.367063,1440.613185,3543.325482,2322.799415,2180.162063
"WBGene00020396",254.7039406,1099.120043,99.78714975,52.39321737,1154.055199,1441.679859
"WBGene00020397",1194.225051,2634.472152,1219.809202,2046.977661,1432.122901,1064.173918
"WBGene00020398",1498.87115,1726.599257,2816.822987,1118.433491,1240.372686,1270.530726
"WBGene00020401",379.6982492,699.9536763,496.2094516,482.5798741,265.1252603,445.9315259
"WBGene00020407",102.110472,256.469045,436.4709076,367.9225642,156.446069,147.9701652
"WBGene00020413",443.8500032,32.87652947,2364.657804,66.12131599,26.08893487,91.13249987
"WBGene00020414",3.385169968,5.309724279,9.519316763,51.56869745,5.45125619,329.7480431
"WBGene00020418",109.7801051,809.5167951,155.8283406,48.66632256,604.842673,518.3182928
"WBGene00020426",416.0018177,1329.853959,932.1186976,223.5396803,1460.941516,973.8947826
"WBGene00020427",296.3421067,283.6494004,645.0656878,385.668102,324.2291803,234.4018635
"WBGene00020436",229.3528761,1421.07393,141.0377232,135.1229847,1249.283621,479.2659843
"WBGene00020437",8672.509805,9922.045374,4120.395765,5731.921691,10695.20199,8978.686541
"WBGene00020443",1021.10472,552.3842892,923.6456666,322.6925921,481.8009394,370.4131357
"WBGene00020446",2814.761836,2879.896503,2660.823594,9379.093951,1990.986224,2111.939838
"WBGene00020448",48.75626597,181.3600056,211.9211575,225.4636115,55.81157071,120.6405231
"WBGene00020449",267.7383396,572.1038423,248.1817633,429.2710564,212.7758337,307.2480171
"WBGene00020455",225.363241,592.5645441,521.5560788,419.3640791,360.0063399,629.7942404
"WBGene00020456",120.336032,648.8663221,389.1560584,374.0649716,392.2387484,659.029966
"WBGene00020461",80.79073035,81.3204878,184.054336,313.1798236,88.21765019,218.5657954
"WBGene00020462",708.3770528,775.4174146,1696.673075,940.1064025,714.4368084,710.5508934
"WBGene00020464",587.6669324,561.3573425,815.9027514,1116.39803,671.1716343,824.326502
"WBGene00020465",272.2948671,581.3380673,12.75645294,6.274308985,861.2818404,59.28120999
"WBGene00020471",1282.654422,1850.79458,460.8060524,353.8819761,1668.523781,2431.933502
"WBGene00020472",111.8957333,327.5088957,1235.944261,468.0288286,223.4668953,104.5392915
"WBGene00020473",4.125667307,2.784561359,954.5343303,160.2170747,2.293036257,4.005588981
"WBGene00020474",6.400091266,10.87884699,68.82365763,379.2650375,5.191806798,4.098732899
"WBGene00020475",737.9102813,1357.191367,880.1332302,1033.91484,1115.771085,1487.467867
"WBGene00020479",630.9111559,677.0525205,66.8147038,113.6050119,895.6392521,918.9838022
"WBGene00020481",2807.844495,5899.942159,3056.719841,2997.966184,7006.561696,3672.3062
"WBGene00020483",25.51726485,263.243382,14.34300573,0.68632628,614.1044725,391.6297481
"WBGene00020484",29.18958327,181.7976161,0.46061858,4.656652254,409.6821892,83.31474388
"WBGene00020487",62.40280973,187.1461603,0.23030929,2.205037536,637.4778219,75.31070002
"WBGene00020490",842.4424538,479.9874432,207.7111581,96.9510203,770.0743557,351.0728687
"WBGene00020497",799.6666635,248.9570819,63187.93842,981.8231006,183.8361269,96.62125748
"WBGene00020498",1612.152983,672.346278,830.1657073,762.6338754,938.4190787,1099.064488
"WBGene00020503",27.08135974,118.4109179,26.02474892,5.292719291,27.99226849,14.02312849
"WBGene00020504",2445.180424,1886.116836,1552.077259,1088.561781,2158.236341,1756.597819
"WBGene00020506",137.1409339,142.727299,387.8378316,226.0855214,99.33654657,98.79963861
"WBGene00020509",1242.996127,3204.128519,1157.040428,967.4636542,2186.797622,1459.909934
"WBGene00020511",3660.573276,3358.546384,2470.307992,1373.6996,3843.920781,3209.632499
"WBGene00020515",2.795788924,23.46054589,1.356243505,0,3.893855099,62.11873269
"WBGene00020516",970.7317026,1560.702538,174.0607912,126.1159547,1251.957903,1197.621166
"WBGene00020517",2934.45199,6475.607129,720.146717,1810.818654,4119.234766,3484.333213
"WBGene00020530",819.0336874,1237.294582,641.7004905,421.2754262,1841.311638,1202.578396
"WBGene00020535",0,2.525162921,196.0184161,616.5625493,1.38443483,0
"WBGene00020549",2911.20037,3694.068427,2174.260516,2862.125568,3590.226094,5069.533731
"WBGene00020550",1194.467497,3358.020423,104.815335,10.880702,6874.593172,417.8491978
"WBGene00020551",578.7200779,479.9556684,578.1481334,104.4456311,619.3721913,1686.537647
"WBGene00020553",1404.595962,1395.425259,612.578067,780.1862413,1566.674291,1217.161189
"WBGene00020554",932.3835368,2542.304473,362.8489725,52.10267299,6175.674272,3926.492648
"WBGene00020556",1065.803885,1829.615663,873.6329439,598.48415,1727.711013,789.9535926
"WBGene00020557",1943.11828,3524.480103,2783.088198,2227.836279,2966.673113,4011.479577
"WBGene00020559",621.1146503,244.1079246,612.2111075,460.2530344,191.7939844,308.4228169
"WBGene00020560",427.2831577,2037.924757,67.79977073,8.970927872,3392.840105,7631.390483
"WBGene00020561",1398.302559,8102.16845,826.6616509,298.3602558,6931.506824,4679.816
"WBGene00020562",1084.044254,1199.014849,1801.749351,2268.378062,1169.32458,891.3537264
"WBGene00020563",147.2133435,122.2471872,678.7554771,502.5555406,101.1975196,108.6380244
"WBGene00020566",608.8281532,375.4834686,2759.378947,239.2749254,213.7299672,362.5446399
"WBGene00020568",180.1432613,199.740224,539.4951936,722.5866661,137.1504645,171.8031431
"WBGene00020569",453.4051626,513.1745558,1330.655012,445.8511936,227.1397856,284.6976517
"WBGene00020571",280.5119187,1459.745408,242.4490409,29.01572966,1180.175218,2214.637252
"WBGene00020574",112.9801508,626.8509791,939.2462827,884.6804817,631.0586898,698.0684069
"WBGene00020577",399.9184893,293.2118453,383.7689003,1254.6997,323.2768087,392.5330514
"WBGene00020579",1981.717936,824.4878349,2320.828829,476.6447957,428.8906059,337.458387
"WBGene00020581",1675.897465,1728.420294,876.1903517,608.2042475,1711.308541,1972.756541
"WBGene00020583",342.869476,317.0006111,399.8387237,68.76610262,318.8202847,166.8086415
"WBGene00020587",238.8359048,251.2228464,108.6665623,391.0802159,239.386134,115.9900608
"WBGene00020588",1874.817545,4233.459862,5395.853184,7017.652363,3717.630821,6774.06042
"WBGene00020589",422.1792117,878.6385113,315.1753511,160.0851731,567.2906711,508.3439585
"WBGene00020593",484.5441736,126.2316909,1209.119754,438.6534192,42.2266718,19.9419351
"WBGene00020600",1867.982754,647.9751897,763.4942807,772.9334887,1074.965923,1239.109886
"WBGene00020601",2146.98351,867.5973153,1310.898433,1437.006552,1271.948191,1528.457599
"WBGene00020604",4133.66278,5659.794009,4130.290877,7379.838774,5428.230935,6543.066883
"WBGene00020611",52.78374893,71.18453875,4.772464499,11.4680828,89.64374089,7.559726589
"WBGene00020616",517.7574001,423.7986024,18.73168835,13.67626636,237.3098341,738.0878251
"WBGene00020617",630.786643,1136.768066,182.6464663,1160.18,712.1783806,546.0066429
"WBGene00020620",47.86465234,199.7455198,47.22580887,268.9534633,113.5271798,76.68645646
"WBGene00020625",422.7269052,155.5383947,248.7700414,176.9480666,204.6845517,220.0279622
"WBGene00020626",115.1827189,966.569238,465.6825723,43.52438099,2175.181321,510.9373195
"WBGene00020629",739.164739,734.1324938,1251.925847,1595.156783,774.5742975,1175.427507
"WBGene00020633",735.5001001,618.9455211,313.2182242,240.6883992,1180.192837,768.9577371
"WBGene00020635",2.021283546,1.942840385,43.01621108,53.71875671,9.60491305,180.2011649
"WBGene00020636",6580.556225,8550.726364,5107.26585,4571.667992,7248.831449,9406.428793
"WBGene00020646",109.9197022,73.99380585,678.292248,15.28920406,35.73620856,182.2217947
"WBGene00020647",911.0983532,1140.336118,1217.688206,1874.00299,1142.587551,1755.677844
"WBGene00020648",31.02190272,89.39006766,14.80362431,3.185054219,142.3856891,76.75819806
"WBGene00020649",852.0162622,604.0327827,516.4760667,1529.751603,410.410777,385.7331449
"WBGene00020651",844.3770723,1292.133592,3662.05326,1841.070262,228.7864888,442.2121022
"WBGene00020652",35.50273456,122.1501374,164.8624306,263.0842972,106.5206367,126.9675759
"WBGene00020658",1327.360991,1528.5442,385.4959188,1656.021559,2350.56931,972.6843119
"WBGene00020660",49.73481959,72.62446967,219.1646001,7.98776517,40.88671184,22.57890174
"WBGene00020662",8036.443421,25855.60826,1552.886454,5400.532107,20440.91461,29211.87746
"WBGene00020672",149.5028516,1032.890553,673.3286958,132.4373769,311.3792117,242.9362345
"WBGene00020674",83.26536278,262.0346212,8.700528539,12.49835873,428.833798,190.6344852
"WBGene00020677",108.91482,40.5596596,69.68086421,178.6505117,28.03603861,25.8607417
"WBGene00020678",1337.232643,528.0184967,887.4403018,1409.072854,470.380233,453.2399566
"WBGene00020682",3645.057665,3362.562567,3975.518215,6441.563957,4966.057714,3510.154755
"WBGene00020683",7586.309335,8917.828018,4165.778497,4949.962374,8617.215225,8364.79578
"WBGene00020684",186.796493,348.1319462,869.5524114,1103.621634,281.224865,499.9526702
"WBGene00020688",289.983703,129.9920697,12.53894976,3.920066731,318.8626454,227.1505056
"WBGene00020691",375.8898986,422.6480714,60.89049204,29.25916082,451.2586519,133.8538928
"WBGene00020692",210.5568591,246.8677802,102.9344423,72.29196046,210.2244052,175.3715489
"WBGene00020693",1201.724369,914.345491,221.1589406,119.492977,768.6906256,594.9405423
"WBGene00020695",1094.467714,747.8259037,1046.582214,3545.238171,971.9550768,1080.941425
"WBGene00020696",8282.855705,19183.81468,8225.424681,3722.888371,16503.13895,10287.25445
"WBGene00020700",359.7007063,1075.093086,265.6710576,238.1770872,621.4692811,359.5779022
"WBGene00020701",354.0375476,564.8018662,355.1985455,274.2147224,1079.466922,414.2304528
"WBGene00020702",267.6475599,543.404143,27.72635596,7.3030119,1241.016905,129.4543258
